,dealer_up_card,dealer_up_card_value,dealer_final_hand_value,dealer_busted,dealer_blackjack,dealer_final_hand,player_hand,player_hand_value,player_busted,player_blackjack,player_won,player_stack
801,QS,10,17,False,False,"[<Card.Card object at 0x000001E82216F700>, <Card.Card object at 0x000001E822190130>, <Card.Card object at 0x000001E822195190>]","[<Card.Card object at 0x000001E82218DB50>, <Card.Card object at 0x000001E82218DA00>]",21,False,True,1,
802,6S,6,20,False,False,"[<Card.Card object at 0x000001E8221895B0>, <Card.Card object at 0x000001E82218BD30>, <Card.Card object at 0x000001E822190520>]","[<Card.Card object at 0x000001E822184160>, <Card.Card object at 0x000001E8221904F0>]",15,False,False,0,
803,3C,3,23,True,False,"[<Card.Card object at 0x000001E82217AD30>, <Card.Card object at 0x000001E822189F10>, <Card.Card object at 0x000001E82218DD60>]","[<Card.Card object at 0x000001E822187040>, <Card.Card object at 0x000001E8221986A0>]",13,False,False,0,
804,KD,10,17,False,False,"[<Card.Card object at 0x000001E82217AF70>, <Card.Card object at 0x000001E8221167F0>, <Card.Card object at 0x000001E822190E20>]","[<Card.Card object at 0x000001E82217AD90>, <Card.Card object at 0x000001E8221877F0>]",13,False,False,0,
805,JC,10,18,False,False,"[<Card.Card object at 0x000001E822198C40>, <Card.Card object at 0x000001E82218DB20>]","[<Card.Card object at 0x000001E82216C7C0>, <Card.Card object at 0x000001E822179190>]",17,False,False,0,
806,7H,7,18,False,False,"[<Card.Card object at 0x000001E82218DD00>, <Card.Card object at 0x000001E8221766D0>, <Card.Card object at 0x000001E822182250>, <Card.Card object at 0x000001E82218B3D0>]","[<Card.Card object at 0x000001E82219A970>, <Card.Card object at 0x000001E822171C40>]",21,False,True,1,
807,7H,7,19,False,False,"[<Card.Card object at 0x000001E822198910>, <Card.Card object at 0x000001E8221647F0>, <Card.Card object at 0x000001E822198F40>, <Card.Card object at 0x000001E8221988E0>, <Card.Card object at 0x000001E822179700>, <Card.Card object at 0x000001E822190EB0>]","[<Card.Card object at 0x000001E822195AF0>, <Card.Card object at 0x000001E822161280>]",12,False,False,0,
808,2C,2,22,True,False,"[<Card.Card object at 0x000001E8221898B0>, <Card.Card object at 0x000001E82218BBE0>, <Card.Card object at 0x000001E82217A340>, <Card.Card object at 0x000001E82219D910>]","[<Card.Card object at 0x000001E8221894C0>, <Card.Card object at 0x000001E82219A340>]",20,False,False,0,
809,9S,9,19,False,False,"[<Card.Card object at 0x000001E82219D670>, <Card.Card object at 0x000001E82219DE20>]","[<Card.Card object at 0x000001E822195BB0>, <Card.Card object at 0x000001E822184610>]",12,False,False,0,
810,5C,5,21,False,False,"[<Card.Card object at 0x000001E8221A1220>, <Card.Card object at 0x000001E82219AC40>, <Card.Card object at 0x000001E82219A910>]","[<Card.Card object at 0x000001E82219A7F0>, <Card.Card object at 0x000001E82218B850>]",12,False,False,0,
811,QH,10,17,False,False,"[<Card.Card object at 0x000001E8221903A0>, <Card.Card object at 0x000001E822189880>]","[<Card.Card object at 0x000001E822198B80>, <Card.Card object at 0x000001E822176BE0>]",13,False,False,0,
812,2C,2,22,True,False,"[<Card.Card object at 0x000001E822179040>, <Card.Card object at 0x000001E822190190>, <Card.Card object at 0x000001E82219DC40>, <Card.Card object at 0x000001E8221648B0>, <Card.Card object at 0x000001E82217A940>, <Card.Card object at 0x000001E8221799A0>]","[<Card.Card object at 0x000001E82219D0D0>, <Card.Card object at 0x000001E822195C10>]",21,False,True,1,
813,KH,10,18,False,False,"[<Card.Card object at 0x000001E82216FD60>, <Card.Card object at 0x000001E8221744F0>]","[<Card.Card object at 0x000001E82218D6A0>, <Card.Card object at 0x000001E822187490>, <Card.Card object at 0x000001E82212F910>]",17,False,False,0,
814,6C,6,19,False,False,"[<Card.Card object at 0x000001E8221A1370>, <Card.Card object at 0x000001E82218B070>, <Card.Card object at 0x000001E822195910>]","[<Card.Card object at 0x000001E8221849D0>, <Card.Card object at 0x000001E822163250>, <Card.Card object at 0x000001E82217A790>]",19,False,False,0,
815,TH,10,24,True,False,"[<Card.Card object at 0x000001E82219D790>, <Card.Card object at 0x000001E82216C550>, <Card.Card object at 0x000001E822198AC0>]","[<Card.Card object at 0x000001E82218B460>, <Card.Card object at 0x000001E822198B50>]",17,False,False,0,
816,4C,4,20,False,False,"[<Card.Card object at 0x000001E822195F10>, <Card.Card object at 0x000001E822190D30>, <Card.Card object at 0x000001E82219A640>]","[<Card.Card object at 0x000001E82217FD90>, <Card.Card object at 0x000001E822190040>]",20,False,False,0,
817,3H,3,19,False,False,"[<Card.Card object at 0x000001E82217F340>, <Card.Card object at 0x000001E8221820D0>, <Card.Card object at 0x000001E8221873D0>]","[<Card.Card object at 0x000001E822184E20>, <Card.Card object at 0x000001E82217F130>, <Card.Card object at 0x000001E82219DA00>]",21,False,False,1,
818,8D,8,18,False,False,"[<Card.Card object at 0x000001E8221694F0>, <Card.Card object at 0x000001E822182FD0>]","[<Card.Card object at 0x000001E82219F430>, <Card.Card object at 0x000001E82219A5B0>]",16,False,False,0,
819,8S,8,18,False,False,"[<Card.Card object at 0x000001E82212F1F0>, <Card.Card object at 0x000001E82217F190>]","[<Card.Card object at 0x000001E8221959A0>, <Card.Card object at 0x000001E8221A1580>]",17,False,False,0,
820,JS,10,20,False,False,"[<Card.Card object at 0x000001E82219AF70>, <Card.Card object at 0x000001E82218D7C0>]","[<Card.Card object at 0x000001E82217FFA0>, <Card.Card object at 0x000001E82219AF10>]",16,False,False,0,
821,TD,10,17,False,False,"[<Card.Card object at 0x000001E822195D30>, <Card.Card object at 0x000001E8221A18B0>]","[<Card.Card object at 0x000001E82219F550>, <Card.Card object at 0x000001E8221A1400>]",13,False,False,0,
822,QD,10,20,False,False,"[<Card.Card object at 0x000001E82219F3A0>, <Card.Card object at 0x000001E82219F7F0>]","[<Card.Card object at 0x000001E82219AB20>, <Card.Card object at 0x000001E822198640>]",12,False,False,0,
823,TH,10,20,False,False,"[<Card.Card object at 0x000001E82219DD30>, <Card.Card object at 0x000001E82216F940>]","[<Card.Card object at 0x000001E82219A040>, <Card.Card object at 0x000001E82216F910>, <Card.Card object at 0x000001E82218D190>, <Card.Card object at 0x000001E822198E50>]",17,False,False,0,
824,KD,10,20,False,False,"[<Card.Card object at 0x000001E8221957C0>, <Card.Card object at 0x000001E822179BB0>, <Card.Card object at 0x000001E82219A880>]","[<Card.Card object at 0x000001E822190940>, <Card.Card object at 0x000001E82218D7F0>]",19,False,False,0,
825,7S,7,25,True,False,"[<Card.Card object at 0x000001E822198C70>, <Card.Card object at 0x000001E822198F10>, <Card.Card object at 0x000001E822182970>]","[<Card.Card object at 0x000001E822198100>, <Card.Card object at 0x000001E822198280>, <Card.Card object at 0x000001E82219F190>]",17,False,False,0,
826,5D,5,20,False,False,"[<Card.Card object at 0x000001E82216CF10>, <Card.Card object at 0x000001E82219A160>, <Card.Card object at 0x000001E822198550>, <Card.Card object at 0x000001E82219A6A0>]","[<Card.Card object at 0x000001E8221A17F0>, <Card.Card object at 0x000001E82219DCA0>]",13,False,False,0,
827,5H,5,19,False,False,"[<Card.Card object at 0x000001E82219F220>, <Card.Card object at 0x000001E82218D490>, <Card.Card object at 0x000001E822198070>]","[<Card.Card object at 0x000001E822184C40>, <Card.Card object at 0x000001E82214D370>, <Card.Card object at 0x000001E822182040>]",20,False,False,1,
828,KD,10,18,False,False,"[<Card.Card object at 0x000001E82218D6D0>, <Card.Card object at 0x000001E82218B8E0>, <Card.Card object at 0x000001E82218D4F0>]","[<Card.Card object at 0x000001E8221840A0>, <Card.Card object at 0x000001E8221879A0>]",19,False,False,1,
829,KD,10,20,False,False,"[<Card.Card object at 0x000001E8221A3520>, <Card.Card object at 0x000001E8221872B0>]","[<Card.Card object at 0x000001E8221A10A0>, <Card.Card object at 0x000001E822182670>, <Card.Card object at 0x000001E8221906D0>]",18,False,False,0,
830,4H,4,18,False,False,"[<Card.Card object at 0x000001E82219AC10>, <Card.Card object at 0x000001E8221A1970>, <Card.Card object at 0x000001E82219D7C0>]","[<Card.Card object at 0x000001E82219A790>, <Card.Card object at 0x000001E822190F40>]",14,False,False,0,
831,AS,1,21,False,True,"[<Card.Card object at 0x000001E8221A1640>, <Card.Card object at 0x000001E82218B2B0>]","[<Card.Card object at 0x000001E82219D6D0>, <Card.Card object at 0x000001E822198490>]",13,False,False,0,
832,6D,6,25,True,False,"[<Card.Card object at 0x000001E822176670>, <Card.Card object at 0x000001E822159D90>, <Card.Card object at 0x000001E822179250>, <Card.Card object at 0x000001E822198190>]","[<Card.Card object at 0x000001E822187CD0>, <Card.Card object at 0x000001E8221713A0>]",12,False,False,0,
833,AS,1,21,False,True,"[<Card.Card object at 0x000001E822169A60>, <Card.Card object at 0x000001E8221A1BB0>]","[<Card.Card object at 0x000001E82219DD00>, <Card.Card object at 0x000001E8221A1DC0>, <Card.Card object at 0x000001E822198250>]",15,False,False,0,
834,4S,4,19,False,False,"[<Card.Card object at 0x000001E82219FC40>, <Card.Card object at 0x000001E82218BA90>, <Card.Card object at 0x000001E82218D610>]","[<Card.Card object at 0x000001E8221954F0>, <Card.Card object at 0x000001E82219ABB0>, <Card.Card object at 0x000001E8221A32B0>]",21,False,False,1,
835,6H,6,23,True,False,"[<Card.Card object at 0x000001E82219DE80>, <Card.Card object at 0x000001E8221A3160>, <Card.Card object at 0x000001E8221A1520>, <Card.Card object at 0x000001E8221874C0>]","[<Card.Card object at 0x000001E8221A3F40>, <Card.Card object at 0x000001E8221892B0>]",20,False,False,0,
836,TH,10,20,False,False,"[<Card.Card object at 0x000001E82219FE50>, <Card.Card object at 0x000001E822195880>]","[<Card.Card object at 0x000001E8221984F0>, <Card.Card object at 0x000001E8221A1850>]",16,False,False,0,
837,2S,2,22,True,False,"[<Card.Card object at 0x000001E82219DC70>, <Card.Card object at 0x000001E82217FC70>, <Card.Card object at 0x000001E8221796D0>]","[<Card.Card object at 0x000001E82219AFA0>, <Card.Card object at 0x000001E82219FAC0>, <Card.Card object at 0x000001E8221A1A00>]",15,False,False,0,
838,KD,10,19,False,False,"[<Card.Card object at 0x000001E82219D850>, <Card.Card object at 0x000001E82216C0D0>]","[<Card.Card object at 0x000001E822141580>, <Card.Card object at 0x000001E8221A3190>]",20,False,False,1,
839,8C,8,17,False,False,"[<Card.Card object at 0x000001E8221A64F0>, <Card.Card object at 0x000001E8221A6A00>]","[<Card.Card object at 0x000001E82219F1F0>, <Card.Card object at 0x000001E82219A490>, <Card.Card object at 0x000001E82218B430>]",13,False,False,0,
840,QD,10,17,False,False,"[<Card.Card object at 0x000001E82219F0D0>, <Card.Card object at 0x000001E822195790>]","[<Card.Card object at 0x000001E822195250>, <Card.Card object at 0x000001E8221A1910>]",14,False,False,0,
841,2D,2,24,True,False,"[<Card.Card object at 0x000001E82219D160>, <Card.Card object at 0x000001E822161040>, <Card.Card object at 0x000001E8221908B0>, <Card.Card object at 0x000001E822195430>]","[<Card.Card object at 0x000001E82217FA30>, <Card.Card object at 0x000001E82219A760>]",20,False,False,0,
842,TH,10,20,False,False,"[<Card.Card object at 0x000001E8221A3910>, <Card.Card object at 0x000001E82219DA60>]","[<Card.Card object at 0x000001E8221983A0>, <Card.Card object at 0x000001E82219FD00>, <Card.Card object at 0x000001E8221A3370>]",15,False,False,0,
843,AS,1,19,False,False,"[<Card.Card object at 0x000001E8221A6580>, <Card.Card object at 0x000001E8221A6C10>]","[<Card.Card object at 0x000001E822176AF0>, <Card.Card object at 0x000001E8221A3700>]",20,False,False,1,
844,JS,10,18,False,False,"[<Card.Card object at 0x000001E8221A3D30>, <Card.Card object at 0x000001E8221A3D60>, <Card.Card object at 0x000001E8221A3790>, <Card.Card object at 0x000001E82217FC10>]","[<Card.Card object at 0x000001E82218D2E0>, <Card.Card object at 0x000001E822189A60>]",15,False,False,0,
845,2S,2,22,True,False,"[<Card.Card object at 0x000001E8221A6040>, <Card.Card object at 0x000001E82219F610>, <Card.Card object at 0x000001E822195A60>, <Card.Card object at 0x000001E8221A6B50>, <Card.Card object at 0x000001E82218B520>]","[<Card.Card object at 0x000001E8221AB520>, <Card.Card object at 0x000001E82218BB50>]",21,False,True,1,
846,6C,6,17,False,False,"[<Card.Card object at 0x000001E82216FB80>, <Card.Card object at 0x000001E82219DDC0>, <Card.Card object at 0x000001E8221A3490>]","[<Card.Card object at 0x000001E8221A3220>, <Card.Card object at 0x000001E822198BB0>]",16,False,False,0,
847,6D,6,26,True,False,"[<Card.Card object at 0x000001E8221909A0>, <Card.Card object at 0x000001E8221950D0>, <Card.Card object at 0x000001E82215E220>]","[<Card.Card object at 0x000001E822187910>, <Card.Card object at 0x000001E82219F5E0>]",14,False,False,0,
848,7D,7,26,True,False,"[<Card.Card object at 0x000001E822190400>, <Card.Card object at 0x000001E82219F7C0>, <Card.Card object at 0x000001E82219AC70>, <Card.Card object at 0x000001E82219FF70>]","[<Card.Card object at 0x000001E822190730>, <Card.Card object at 0x000001E8221A1C40>]",16,False,False,0,
849,KH,10,21,False,True,"[<Card.Card object at 0x000001E8221A3E50>, <Card.Card object at 0x000001E82218B100>]","[<Card.Card object at 0x000001E82219F910>, <Card.Card object at 0x000001E82219D2E0>]",16,False,False,0,
850,9C,9,19,False,False,"[<Card.Card object at 0x000001E822171E20>, <Card.Card object at 0x000001E8221AD1F0>]","[<Card.Card object at 0x000001E82217A700>, <Card.Card object at 0x000001E82219FBB0>]",14,False,False,0,
851,JC,10,17,False,False,"[<Card.Card object at 0x000001E82219D370>, <Card.Card object at 0x000001E8221AD580>]","[<Card.Card object at 0x000001E82219FCA0>, <Card.Card object at 0x000001E8221AD2E0>]",13,False,False,0,
852,8D,8,19,False,False,"[<Card.Card object at 0x000001E82219DB50>, <Card.Card object at 0x000001E8221A61F0>]","[<Card.Card object at 0x000001E8221AD100>, <Card.Card object at 0x000001E82219FB80>]",20,False,False,1,
853,5C,5,22,True,False,"[<Card.Card object at 0x000001E8221ABD00>, <Card.Card object at 0x000001E8221A67C0>, <Card.Card object at 0x000001E822189430>]","[<Card.Card object at 0x000001E82219F160>, <Card.Card object at 0x000001E82218B910>, <Card.Card object at 0x000001E8221A3940>]",18,False,False,0,
854,6C,6,17,False,False,"[<Card.Card object at 0x000001E8221ADCA0>, <Card.Card object at 0x000001E8221AB670>, <Card.Card object at 0x000001E82219D310>]","[<Card.Card object at 0x000001E8221A6310>, <Card.Card object at 0x000001E822189DC0>, <Card.Card object at 0x000001E8221ABA00>]",14,False,False,0,
855,3C,3,23,True,False,"[<Card.Card object at 0x000001E82219ACA0>, <Card.Card object at 0x000001E8221A3CA0>, <Card.Card object at 0x000001E82219D820>, <Card.Card object at 0x000001E82218BD90>]","[<Card.Card object at 0x000001E822141CA0>, <Card.Card object at 0x000001E8221A1FA0>]",15,False,False,0,
856,JS,10,21,False,True,"[<Card.Card object at 0x000001E8220E7250>, <Card.Card object at 0x000001E82219D3D0>]","[<Card.Card object at 0x000001E8221ABF70>, <Card.Card object at 0x000001E82219DFA0>, <Card.Card object at 0x000001E8221ADB20>]",12,False,False,0,
857,TH,10,18,False,False,"[<Card.Card object at 0x000001E8221AD0D0>, <Card.Card object at 0x000001E822141340>, <Card.Card object at 0x000001E8221A6070>]","[<Card.Card object at 0x000001E8221A6EB0>, <Card.Card object at 0x000001E8221A1550>, <Card.Card object at 0x000001E82219A9D0>]",16,False,False,0,
858,KS,10,21,False,True,"[<Card.Card object at 0x000001E8221ABA90>, <Card.Card object at 0x000001E822182160>]","[<Card.Card object at 0x000001E822195100>, <Card.Card object at 0x000001E82219F340>]",20,False,False,0,
859,JH,10,20,False,False,"[<Card.Card object at 0x000001E8221A3550>, <Card.Card object at 0x000001E822179280>]","[<Card.Card object at 0x000001E82219AA00>, <Card.Card object at 0x000001E8221ADDF0>]",19,False,False,0,
860,7D,7,21,False,False,"[<Card.Card object at 0x000001E8221A1F40>, <Card.Card object at 0x000001E8221A19D0>, <Card.Card object at 0x000001E82219DC10>, <Card.Card object at 0x000001E8221ABD60>, <Card.Card object at 0x000001E822195760>]","[<Card.Card object at 0x000001E82218DFA0>, <Card.Card object at 0x000001E8221A6F10>]",21,False,True,1,
861,QC,10,22,True,False,"[<Card.Card object at 0x000001E8221B0370>, <Card.Card object at 0x000001E8221AB790>, <Card.Card object at 0x000001E8221AD5E0>]","[<Card.Card object at 0x000001E82219F1C0>, <Card.Card object at 0x000001E8221AB0D0>]",20,False,False,0,
862,TH,10,18,False,False,"[<Card.Card object at 0x000001E82219A550>, <Card.Card object at 0x000001E8221A3B80>]","[<Card.Card object at 0x000001E8221ABA30>, <Card.Card object at 0x000001E8221A1430>, <Card.Card object at 0x000001E82219FA00>]",13,False,False,0,
863,6C,6,17,False,False,"[<Card.Card object at 0x000001E8221822E0>, <Card.Card object at 0x000001E8221B0310>, <Card.Card object at 0x000001E8221B0460>]","[<Card.Card object at 0x000001E8221ADB80>, <Card.Card object at 0x000001E8221ADE80>]",13,False,False,0,
864,AC,1,18,False,False,"[<Card.Card object at 0x000001E8221A1C70>, <Card.Card object at 0x000001E8221A3340>, <Card.Card object at 0x000001E82219A130>, <Card.Card object at 0x000001E82219D640>]","[<Card.Card object at 0x000001E8221B0D60>, <Card.Card object at 0x000001E8221A6340>]",16,False,False,0,
865,2D,2,21,False,False,"[<Card.Card object at 0x000001E8221B0100>, <Card.Card object at 0x000001E8221ADA60>, <Card.Card object at 0x000001E8221909D0>]","[<Card.Card object at 0x000001E82215BE50>, <Card.Card object at 0x000001E8221AB970>, <Card.Card object at 0x000001E822161610>]",15,False,False,0,
866,TH,10,26,True,False,"[<Card.Card object at 0x000001E82219AD30>, <Card.Card object at 0x000001E8221AD280>, <Card.Card object at 0x000001E8221A3A30>]","[<Card.Card object at 0x000001E82219AAF0>, <Card.Card object at 0x000001E82218BAC0>]",18,False,False,0,
867,4S,4,25,True,False,"[<Card.Card object at 0x000001E822187880>, <Card.Card object at 0x000001E822198DC0>, <Card.Card object at 0x000001E82218D280>, <Card.Card object at 0x000001E8221AB730>, <Card.Card object at 0x000001E8221AD1C0>]","[<Card.Card object at 0x000001E8221A6820>, <Card.Card object at 0x000001E8221B0AF0>]",21,False,True,1,
868,TS,10,25,True,False,"[<Card.Card object at 0x000001E8221A6BB0>, <Card.Card object at 0x000001E8221ABE50>, <Card.Card object at 0x000001E8221B0E50>, <Card.Card object at 0x000001E822187DF0>]","[<Card.Card object at 0x000001E8221B0940>, <Card.Card object at 0x000001E8221B0490>]",12,False,False,0,
869,4D,4,24,True,False,"[<Card.Card object at 0x000001E8221AB7F0>, <Card.Card object at 0x000001E8221AD940>, <Card.Card object at 0x000001E8221B2430>]","[<Card.Card object at 0x000001E8221A69D0>, <Card.Card object at 0x000001E82219DBB0>]",20,False,False,0,
870,8H,8,17,False,False,"[<Card.Card object at 0x000001E822190D00>, <Card.Card object at 0x000001E82219F250>, <Card.Card object at 0x000001E8221B0F10>]","[<Card.Card object at 0x000001E8221B21C0>, <Card.Card object at 0x000001E82214EEB0>]",12,False,False,0,
871,7C,7,20,False,False,"[<Card.Card object at 0x000001E82217F0A0>, <Card.Card object at 0x000001E822198130>, <Card.Card object at 0x000001E8221AD850>]","[<Card.Card object at 0x000001E8221AB340>, <Card.Card object at 0x000001E822159550>, <Card.Card object at 0x000001E82219D9A0>, <Card.Card object at 0x000001E8221ABBB0>]",15,False,False,0,
872,JH,10,21,False,True,"[<Card.Card object at 0x000001E8221A34F0>, <Card.Card object at 0x000001E8221B0BB0>]","[<Card.Card object at 0x000001E8221A65E0>, <Card.Card object at 0x000001E8221A1CA0>]",20,False,False,0,
873,KD,10,18,False,False,"[<Card.Card object at 0x000001E8221B0E20>, <Card.Card object at 0x000001E82217AFD0>, <Card.Card object at 0x000001E8221A6790>]","[<Card.Card object at 0x000001E8221768E0>, <Card.Card object at 0x000001E822195FD0>]",19,False,False,1,
874,JS,10,22,True,False,"[<Card.Card object at 0x000001E822176310>, <Card.Card object at 0x000001E8221A6700>, <Card.Card object at 0x000001E8221ADFD0>]","[<Card.Card object at 0x000001E82219D730>, <Card.Card object at 0x000001E822189280>]",17,False,False,0,
875,6S,6,17,False,False,"[<Card.Card object at 0x000001E8221B0E80>, <Card.Card object at 0x000001E8221A6D90>, <Card.Card object at 0x000001E8221AB280>]","[<Card.Card object at 0x000001E82219ACD0>, <Card.Card object at 0x000001E8221B5070>]",14,False,False,0,
876,8D,8,18,False,False,"[<Card.Card object at 0x000001E82219F760>, <Card.Card object at 0x000001E8221B0790>, <Card.Card object at 0x000001E8221B2AC0>]","[<Card.Card object at 0x000001E8221ABCA0>, <Card.Card object at 0x000001E8221B0280>]",17,False,False,0,
877,9H,9,20,False,False,"[<Card.Card object at 0x000001E822182B80>, <Card.Card object at 0x000001E8221A1D90>, <Card.Card object at 0x000001E8221B09D0>]","[<Card.Card object at 0x000001E8221A13A0>, <Card.Card object at 0x000001E822176BB0>]",15,False,False,0,
878,7C,7,18,False,False,"[<Card.Card object at 0x000001E8221AD2B0>, <Card.Card object at 0x000001E822169220>]","[<Card.Card object at 0x000001E82219A8B0>, <Card.Card object at 0x000001E82219F2E0>, <Card.Card object at 0x000001E8221B22B0>]",14,False,False,0,
879,2H,2,24,True,False,"[<Card.Card object at 0x000001E8221A6D00>, <Card.Card object at 0x000001E82218D100>, <Card.Card object at 0x000001E8221A1310>, <Card.Card object at 0x000001E8221B0070>]","[<Card.Card object at 0x000001E822198040>, <Card.Card object at 0x000001E8221B55E0>, <Card.Card object at 0x000001E8221AD040>]",18,False,False,0,
880,AS,1,21,False,True,"[<Card.Card object at 0x000001E822187DC0>, <Card.Card object at 0x000001E8221B2F70>]","[<Card.Card object at 0x000001E8221B2BE0>, <Card.Card object at 0x000001E822187250>]",19,False,False,0,
881,5C,5,19,False,False,"[<Card.Card object at 0x000001E8221B2130>, <Card.Card object at 0x000001E8221ADBB0>, <Card.Card object at 0x000001E8221ABF10>, <Card.Card object at 0x000001E822198E20>]","[<Card.Card object at 0x000001E8221B59A0>, <Card.Card object at 0x000001E8221B56D0>]",20,False,False,1,
882,2S,2,22,True,False,"[<Card.Card object at 0x000001E82218DDC0>, <Card.Card object at 0x000001E8221ADEB0>, <Card.Card object at 0x000001E8221613D0>, <Card.Card object at 0x000001E8221A68E0>]","[<Card.Card object at 0x000001E8221ABD30>, <Card.Card object at 0x000001E8221A16A0>, <Card.Card object at 0x000001E82219FAF0>]",20,False,False,0,
883,QC,10,20,False,False,"[<Card.Card object at 0x000001E8221B2700>, <Card.Card object at 0x000001E8221B2850>]","[<Card.Card object at 0x000001E8221B0C40>, <Card.Card object at 0x000001E8221AD490>]",17,False,False,0,
884,5C,5,20,False,False,"[<Card.Card object at 0x000001E8221AB130>, <Card.Card object at 0x000001E8221B5400>, <Card.Card object at 0x000001E8221A6E50>]","[<Card.Card object at 0x000001E82218BDC0>, <Card.Card object at 0x000001E8221A36D0>]",21,False,True,1,
885,KC,10,23,True,False,"[<Card.Card object at 0x000001E8221B5790>, <Card.Card object at 0x000001E8221ABAF0>, <Card.Card object at 0x000001E8221A35B0>]","[<Card.Card object at 0x000001E822198820>, <Card.Card object at 0x000001E8221AD3A0>]",15,False,False,0,
886,AH,1,19,False,False,"[<Card.Card object at 0x000001E822195160>, <Card.Card object at 0x000001E822189F40>, <Card.Card object at 0x000001E8221B2580>]","[<Card.Card object at 0x000001E8221902B0>, <Card.Card object at 0x000001E82219FFA0>]",14,False,False,0,
887,4S,4,23,True,False,"[<Card.Card object at 0x000001E8221B5A90>, <Card.Card object at 0x000001E8221B60A0>, <Card.Card object at 0x000001E8221AD700>]","[<Card.Card object at 0x000001E8221A6E80>, <Card.Card object at 0x000001E8221A6730>, <Card.Card object at 0x000001E8221B23D0>]",14,False,False,0,
888,KS,10,25,True,False,"[<Card.Card object at 0x000001E8221B28E0>, <Card.Card object at 0x000001E8221B57F0>, <Card.Card object at 0x000001E822190F70>]","[<Card.Card object at 0x000001E8221B0D00>, <Card.Card object at 0x000001E8221AB3D0>]",20,False,False,0,
889,4D,4,20,False,False,"[<Card.Card object at 0x000001E8221B6580>, <Card.Card object at 0x000001E8221B2E20>, <Card.Card object at 0x000001E822190100>]","[<Card.Card object at 0x000001E8221AB9A0>, <Card.Card object at 0x000001E822184AC0>]",13,False,False,0,
890,9C,9,20,False,False,"[<Card.Card object at 0x000001E8221A17C0>, <Card.Card object at 0x000001E8221A1670>]","[<Card.Card object at 0x000001E8221B92B0>, <Card.Card object at 0x000001E8221B09A0>]",21,False,True,1,
891,AD,1,21,False,True,"[<Card.Card object at 0x000001E8221A3C40>, <Card.Card object at 0x000001E8221A6250>]","[<Card.Card object at 0x000001E8221B0910>, <Card.Card object at 0x000001E822161CA0>]",19,False,False,0,
892,JS,10,21,False,False,"[<Card.Card object at 0x000001E8221B0970>, <Card.Card object at 0x000001E82219A0D0>, <Card.Card object at 0x000001E8221B5850>, <Card.Card object at 0x000001E8221B27C0>]","[<Card.Card object at 0x000001E8221B54C0>, <Card.Card object at 0x000001E8221B2D30>]",17,False,False,0,
893,7C,7,17,False,False,"[<Card.Card object at 0x000001E8221B2CA0>, <Card.Card object at 0x000001E8221B5460>]","[<Card.Card object at 0x000001E8221B5910>, <Card.Card object at 0x000001E8221B2DC0>]",15,False,False,0,
894,6H,6,17,False,False,"[<Card.Card object at 0x000001E82218DCA0>, <Card.Card object at 0x000001E8221955B0>]","[<Card.Card object at 0x000001E8221A1F70>, <Card.Card object at 0x000001E822198EB0>]",21,False,True,1,
895,AH,1,21,False,True,"[<Card.Card object at 0x000001E8221B6C40>, <Card.Card object at 0x000001E8221AD6A0>]","[<Card.Card object at 0x000001E8221B9A90>, <Card.Card object at 0x000001E8221B50A0>]",19,False,False,0,
896,3C,3,24,True,False,"[<Card.Card object at 0x000001E82219FE80>, <Card.Card object at 0x000001E8221ABAC0>, <Card.Card object at 0x000001E8221AB700>, <Card.Card object at 0x000001E8221B9970>]","[<Card.Card object at 0x000001E8221B03A0>, <Card.Card object at 0x000001E8221AB0A0>, <Card.Card object at 0x000001E8221B07F0>]",16,False,False,0,
897,JC,10,20,False,False,"[<Card.Card object at 0x000001E8221B6DF0>, <Card.Card object at 0x000001E82219F940>]","[<Card.Card object at 0x000001E8221B0340>, <Card.Card object at 0x000001E8221B6460>]",20,False,False,0,
898,2H,2,22,True,False,"[<Card.Card object at 0x000001E8221B9490>, <Card.Card object at 0x000001E8221B5550>, <Card.Card object at 0x000001E82219DB80>, <Card.Card object at 0x000001E8221AB580>]","[<Card.Card object at 0x000001E8221AB1F0>, <Card.Card object at 0x000001E8221B6760>, <Card.Card object at 0x000001E8221ADEE0>]",13,False,False,0,
899,4H,4,19,False,False,"[<Card.Card object at 0x000001E8221B6F10>, <Card.Card object at 0x000001E82218D9A0>, <Card.Card object at 0x000001E822182610>]","[<Card.Card object at 0x000001E8221B9370>, <Card.Card object at 0x000001E8221B2DF0>]",12,False,False,0,
900,TC,10,20,False,False,"[<Card.Card object at 0x000001E8221B21F0>, <Card.Card object at 0x000001E8221B24F0>]","[<Card.Card object at 0x000001E8221B6820>, <Card.Card object at 0x000001E8221B6850>]",13,False,False,0,
901,2H,2,19,False,False,"[<Card.Card object at 0x000001E82218D760>, <Card.Card object at 0x000001E8221B6160>, <Card.Card object at 0x000001E8221986D0>]","[<Card.Card object at 0x000001E8221B56A0>, <Card.Card object at 0x000001E82219D4F0>, <Card.Card object at 0x000001E8221B5BE0>]",15,False,False,0,
902,5D,5,20,False,False,"[<Card.Card object at 0x000001E8221BB250>, <Card.Card object at 0x000001E8221A6CD0>, <Card.Card object at 0x000001E822174CD0>]","[<Card.Card object at 0x000001E8221A1880>, <Card.Card object at 0x000001E8221B0AC0>]",20,False,False,0,
