,dealer_up_card,dealer_up_card_value,dealer_final_hand_value,dealer_busted,dealer_blackjack,dealer_final_hand,player_hand,player_hand_value,player_busted,player_blackjack,player_won,player_stack
627,7H,7,18,False,False,"[<Card.Card object at 0x000001E82215BFD0>, <Card.Card object at 0x000001E822156670>, <Card.Card object at 0x000001E82215B0A0>]","[<Card.Card object at 0x000001E822148A00>, <Card.Card object at 0x000001E82214EEE0>]",19,False,False,1,
628,8D,8,17,False,False,"[<Card.Card object at 0x000001E822133490>, <Card.Card object at 0x000001E8220EE850>, <Card.Card object at 0x000001E822149580>]","[<Card.Card object at 0x000001E822148E50>, <Card.Card object at 0x000001E822148B20>]",14,False,False,0,
629,8D,8,19,False,False,"[<Card.Card object at 0x000001E82214D730>, <Card.Card object at 0x000001E822122550>]","[<Card.Card object at 0x000001E822149310>, <Card.Card object at 0x000001E82215B220>]",20,False,False,1,
630,4D,4,17,False,False,"[<Card.Card object at 0x000001E82214E910>, <Card.Card object at 0x000001E82215E160>, <Card.Card object at 0x000001E822156760>]","[<Card.Card object at 0x000001E822159490>, <Card.Card object at 0x000001E82215E610>]",17,False,False,0,
631,6D,6,20,False,False,"[<Card.Card object at 0x000001E822161DC0>, <Card.Card object at 0x000001E822131130>, <Card.Card object at 0x000001E82214D1C0>]","[<Card.Card object at 0x000001E8221493A0>, <Card.Card object at 0x000001E82215B5E0>]",15,False,False,0,
632,AH,1,17,False,False,"[<Card.Card object at 0x000001E8221414C0>, <Card.Card object at 0x000001E82215E3D0>, <Card.Card object at 0x000001E822141FA0>, <Card.Card object at 0x000001E822161F40>]","[<Card.Card object at 0x000001E822146F10>, <Card.Card object at 0x000001E82215E8E0>]",13,False,False,0,
633,7S,7,25,True,False,"[<Card.Card object at 0x000001E8220E9C70>, <Card.Card object at 0x000001E822161BB0>, <Card.Card object at 0x000001E82214E1C0>, <Card.Card object at 0x000001E822156880>]","[<Card.Card object at 0x000001E822146760>, <Card.Card object at 0x000001E82214EF70>]",17,False,False,0,
634,2S,2,24,True,False,"[<Card.Card object at 0x000001E82214EFD0>, <Card.Card object at 0x000001E82215B970>, <Card.Card object at 0x000001E82215E5B0>, <Card.Card object at 0x000001E822143F70>, <Card.Card object at 0x000001E82215BBE0>]","[<Card.Card object at 0x000001E82214E550>, <Card.Card object at 0x000001E82215EF70>]",15,False,False,0,
635,AD,1,22,True,False,"[<Card.Card object at 0x000001E82215EF10>, <Card.Card object at 0x000001E822161250>, <Card.Card object at 0x000001E82214D2E0>, <Card.Card object at 0x000001E822143D60>]","[<Card.Card object at 0x000001E8221464F0>, <Card.Card object at 0x000001E82215B3D0>]",20,False,False,0,
636,2C,2,18,False,False,"[<Card.Card object at 0x000001E8221540D0>, <Card.Card object at 0x000001E82215EEE0>, <Card.Card object at 0x000001E8221221F0>]","[<Card.Card object at 0x000001E822143D00>, <Card.Card object at 0x000001E822161370>]",15,False,False,0,
637,4D,4,24,True,False,"[<Card.Card object at 0x000001E822164280>, <Card.Card object at 0x000001E822159E80>, <Card.Card object at 0x000001E822161100>, <Card.Card object at 0x000001E82213E220>]","[<Card.Card object at 0x000001E822164850>, <Card.Card object at 0x000001E82214DF40>]",19,False,False,0,
638,TS,10,19,False,False,"[<Card.Card object at 0x000001E822135DF0>, <Card.Card object at 0x000001E822124A30>, <Card.Card object at 0x000001E822148CD0>]","[<Card.Card object at 0x000001E822159C40>, <Card.Card object at 0x000001E822149550>]",17,False,False,0,
639,6S,6,20,False,False,"[<Card.Card object at 0x000001E82215EC70>, <Card.Card object at 0x000001E822154670>, <Card.Card object at 0x000001E82214E670>]","[<Card.Card object at 0x000001E822164820>, <Card.Card object at 0x000001E822156AF0>]",12,False,False,0,
640,JD,10,24,True,False,"[<Card.Card object at 0x000001E822161EE0>, <Card.Card object at 0x000001E82214DC40>, <Card.Card object at 0x000001E82215E3A0>]","[<Card.Card object at 0x000001E822159EB0>, <Card.Card object at 0x000001E82214D520>]",15,False,False,0,
641,3C,3,25,True,False,"[<Card.Card object at 0x000001E822164910>, <Card.Card object at 0x000001E8221464C0>, <Card.Card object at 0x000001E82214E820>, <Card.Card object at 0x000001E822163640>]","[<Card.Card object at 0x000001E822149C10>, <Card.Card object at 0x000001E822161E80>]",20,False,False,0,
642,JD,10,17,False,False,"[<Card.Card object at 0x000001E822159F10>, <Card.Card object at 0x000001E8221599D0>]","[<Card.Card object at 0x000001E82215E910>, <Card.Card object at 0x000001E822159B50>]",14,False,False,0,
643,7S,7,17,False,False,"[<Card.Card object at 0x000001E822156FA0>, <Card.Card object at 0x000001E8221616A0>, <Card.Card object at 0x000001E822161310>, <Card.Card object at 0x000001E8221485B0>]","[<Card.Card object at 0x000001E82215EF40>, <Card.Card object at 0x000001E822149670>]",21,False,True,1,
644,4C,4,17,False,False,"[<Card.Card object at 0x000001E822146F70>, <Card.Card object at 0x000001E822156A90>, <Card.Card object at 0x000001E82215BCA0>, <Card.Card object at 0x000001E82215E280>]","[<Card.Card object at 0x000001E8221611C0>, <Card.Card object at 0x000001E822159040>]",18,False,False,1,
645,5C,5,22,True,False,"[<Card.Card object at 0x000001E8221413A0>, <Card.Card object at 0x000001E822164220>, <Card.Card object at 0x000001E822156940>, <Card.Card object at 0x000001E82214D670>, <Card.Card object at 0x000001E82215E100>]","[<Card.Card object at 0x000001E822163D60>, <Card.Card object at 0x000001E82214DAC0>]",16,False,False,0,
646,TC,10,20,False,False,"[<Card.Card object at 0x000001E8221637C0>, <Card.Card object at 0x000001E82214E880>, <Card.Card object at 0x000001E822154AC0>]","[<Card.Card object at 0x000001E822131370>, <Card.Card object at 0x000001E822156490>, <Card.Card object at 0x000001E82215E850>]",17,False,False,0,
647,KD,10,17,False,False,"[<Card.Card object at 0x000001E822163AC0>, <Card.Card object at 0x000001E822164610>]","[<Card.Card object at 0x000001E82210CA00>, <Card.Card object at 0x000001E82214D160>]",14,False,False,0,
648,6S,6,21,False,False,"[<Card.Card object at 0x000001E822163730>, <Card.Card object at 0x000001E82213B790>, <Card.Card object at 0x000001E822156730>]","[<Card.Card object at 0x000001E822164E20>, <Card.Card object at 0x000001E82215B370>]",13,False,False,0,
649,TH,10,17,False,False,"[<Card.Card object at 0x000001E8221639D0>, <Card.Card object at 0x000001E8221633D0>]","[<Card.Card object at 0x000001E8221633A0>, <Card.Card object at 0x000001E82215BBB0>, <Card.Card object at 0x000001E822154760>]",12,False,False,0,
650,3D,3,25,True,False,"[<Card.Card object at 0x000001E822161B80>, <Card.Card object at 0x000001E822163A00>, <Card.Card object at 0x000001E82214E610>, <Card.Card object at 0x000001E82215BA60>]","[<Card.Card object at 0x000001E82211D910>, <Card.Card object at 0x000001E822159520>]",14,False,False,0,
651,4S,4,24,True,False,"[<Card.Card object at 0x000001E822164670>, <Card.Card object at 0x000001E822159310>, <Card.Card object at 0x000001E82215E730>]","[<Card.Card object at 0x000001E822161670>, <Card.Card object at 0x000001E822161AC0>]",12,False,False,0,
652,JC,10,23,True,False,"[<Card.Card object at 0x000001E822141DC0>, <Card.Card object at 0x000001E822164D60>, <Card.Card object at 0x000001E822169AC0>]","[<Card.Card object at 0x000001E822156580>, <Card.Card object at 0x000001E82213BB50>, <Card.Card object at 0x000001E82215B700>]",14,False,False,0,
653,6D,6,18,False,False,"[<Card.Card object at 0x000001E8221567F0>, <Card.Card object at 0x000001E822163520>, <Card.Card object at 0x000001E82214E9A0>]","[<Card.Card object at 0x000001E822164460>, <Card.Card object at 0x000001E82215E7C0>]",13,False,False,0,
654,6C,6,18,False,False,"[<Card.Card object at 0x000001E822169850>, <Card.Card object at 0x000001E822164FD0>, <Card.Card object at 0x000001E82215E130>]","[<Card.Card object at 0x000001E822159130>, <Card.Card object at 0x000001E82214D460>]",20,False,False,1,
655,8D,8,25,True,False,"[<Card.Card object at 0x000001E822154F40>, <Card.Card object at 0x000001E8221646A0>, <Card.Card object at 0x000001E822163EB0>]","[<Card.Card object at 0x000001E822164BE0>, <Card.Card object at 0x000001E822161D00>, <Card.Card object at 0x000001E822143700>]",16,False,False,0,
656,2D,2,22,True,False,"[<Card.Card object at 0x000001E822154DF0>, <Card.Card object at 0x000001E8221483D0>, <Card.Card object at 0x000001E822169130>, <Card.Card object at 0x000001E822122640>]","[<Card.Card object at 0x000001E822163FD0>, <Card.Card object at 0x000001E8221646D0>, <Card.Card object at 0x000001E822146070>]",16,False,False,0,
657,AC,1,21,False,True,"[<Card.Card object at 0x000001E822133850>, <Card.Card object at 0x000001E82216C430>]","[<Card.Card object at 0x000001E822163190>, <Card.Card object at 0x000001E82215BE80>, <Card.Card object at 0x000001E822135250>]",20,False,False,0,
658,8H,8,18,False,False,"[<Card.Card object at 0x000001E82215B6A0>, <Card.Card object at 0x000001E822161580>]","[<Card.Card object at 0x000001E822163DC0>, <Card.Card object at 0x000001E822169A90>]",12,False,False,0,
659,JC,10,17,False,False,"[<Card.Card object at 0x000001E8221699A0>, <Card.Card object at 0x000001E82215E5E0>]","[<Card.Card object at 0x000001E822161970>, <Card.Card object at 0x000001E822148EE0>]",13,False,False,0,
660,4D,4,23,True,False,"[<Card.Card object at 0x000001E82212FB80>, <Card.Card object at 0x000001E82216C1F0>, <Card.Card object at 0x000001E82216C070>]","[<Card.Card object at 0x000001E82215B340>, <Card.Card object at 0x000001E82212CD60>]",14,False,False,0,
661,2D,2,19,False,False,"[<Card.Card object at 0x000001E82216C820>, <Card.Card object at 0x000001E822143FD0>, <Card.Card object at 0x000001E8221631C0>, <Card.Card object at 0x000001E8221548E0>]","[<Card.Card object at 0x000001E8220ED0A0>, <Card.Card object at 0x000001E82216CBB0>]",18,False,False,0,
662,JC,10,20,False,False,"[<Card.Card object at 0x000001E822164730>, <Card.Card object at 0x000001E822163850>, <Card.Card object at 0x000001E8221598E0>]","[<Card.Card object at 0x000001E822164AF0>, <Card.Card object at 0x000001E822143460>]",12,False,False,0,
663,QC,10,21,False,True,"[<Card.Card object at 0x000001E822169430>, <Card.Card object at 0x000001E82216C640>]","[<Card.Card object at 0x000001E82215B430>, <Card.Card object at 0x000001E82215E9D0>, <Card.Card object at 0x000001E8221545E0>]",17,False,False,0,
664,JS,10,20,False,False,"[<Card.Card object at 0x000001E822148490>, <Card.Card object at 0x000001E8221611F0>]","[<Card.Card object at 0x000001E82216F4C0>, <Card.Card object at 0x000001E82216CF70>]",20,False,False,0,
665,5C,5,21,False,False,"[<Card.Card object at 0x000001E822163820>, <Card.Card object at 0x000001E822163E50>, <Card.Card object at 0x000001E82213B400>, <Card.Card object at 0x000001E82215EFA0>]","[<Card.Card object at 0x000001E822135AF0>, <Card.Card object at 0x000001E8221616D0>]",19,False,False,0,
666,TS,10,20,False,False,"[<Card.Card object at 0x000001E8221210D0>, <Card.Card object at 0x000001E822169250>]","[<Card.Card object at 0x000001E822169910>, <Card.Card object at 0x000001E822169670>]",18,False,False,0,
667,4S,4,20,False,False,"[<Card.Card object at 0x000001E82211DF70>, <Card.Card object at 0x000001E822169B80>, <Card.Card object at 0x000001E822163FA0>]","[<Card.Card object at 0x000001E82216C8B0>, <Card.Card object at 0x000001E822163CA0>]",14,False,False,0,
668,5D,5,19,False,False,"[<Card.Card object at 0x000001E822164370>, <Card.Card object at 0x000001E822135C70>, <Card.Card object at 0x000001E822149CD0>]","[<Card.Card object at 0x000001E82216C520>, <Card.Card object at 0x000001E82212A940>, <Card.Card object at 0x000001E822161520>]",16,False,False,0,
669,9D,9,21,False,False,"[<Card.Card object at 0x000001E82216F100>, <Card.Card object at 0x000001E82214D820>, <Card.Card object at 0x000001E82216F310>]","[<Card.Card object at 0x000001E822169B50>, <Card.Card object at 0x000001E822169EE0>]",12,False,False,0,
670,6D,6,25,True,False,"[<Card.Card object at 0x000001E822148BB0>, <Card.Card object at 0x000001E822169F70>, <Card.Card object at 0x000001E82215B820>, <Card.Card object at 0x000001E82215E070>]","[<Card.Card object at 0x000001E8221617F0>, <Card.Card object at 0x000001E82215B2B0>, <Card.Card object at 0x000001E82216CDF0>]",15,False,False,0,
671,AC,1,20,False,False,"[<Card.Card object at 0x000001E822164040>, <Card.Card object at 0x000001E82212F4C0>, <Card.Card object at 0x000001E822156C10>, <Card.Card object at 0x000001E82215B580>]","[<Card.Card object at 0x000001E82215E310>, <Card.Card object at 0x000001E82216CE80>]",19,False,False,0,
672,KD,10,19,False,False,"[<Card.Card object at 0x000001E822163D00>, <Card.Card object at 0x000001E82214D4C0>]","[<Card.Card object at 0x000001E82216C2B0>, <Card.Card object at 0x000001E82216FDC0>]",12,False,False,0,
673,7C,7,24,True,False,"[<Card.Card object at 0x000001E822161340>, <Card.Card object at 0x000001E822146A00>, <Card.Card object at 0x000001E82212A8E0>]","[<Card.Card object at 0x000001E8221242B0>, <Card.Card object at 0x000001E822169940>]",15,False,False,0,
674,QS,10,21,False,False,"[<Card.Card object at 0x000001E82216FFD0>, <Card.Card object at 0x000001E822161460>, <Card.Card object at 0x000001E822169700>, <Card.Card object at 0x000001E82216C280>]","[<Card.Card object at 0x000001E82214D610>, <Card.Card object at 0x000001E82216FE50>]",19,False,False,0,
675,7D,7,19,False,False,"[<Card.Card object at 0x000001E82215E2B0>, <Card.Card object at 0x000001E82215E400>, <Card.Card object at 0x000001E82215E820>, <Card.Card object at 0x000001E8221718E0>]","[<Card.Card object at 0x000001E82216FEB0>, <Card.Card object at 0x000001E822161730>, <Card.Card object at 0x000001E8221352B0>]",16,False,False,0,
676,TD,10,21,False,True,"[<Card.Card object at 0x000001E82215BB80>, <Card.Card object at 0x000001E82214D880>]","[<Card.Card object at 0x000001E822159790>, <Card.Card object at 0x000001E822163C70>, <Card.Card object at 0x000001E82215E1C0>]",16,False,False,0,
677,AH,1,21,False,True,"[<Card.Card object at 0x000001E82216C730>, <Card.Card object at 0x000001E822141E80>]","[<Card.Card object at 0x000001E82215B850>, <Card.Card object at 0x000001E822148A60>, <Card.Card object at 0x000001E82216FBE0>, <Card.Card object at 0x000001E822169340>]",20,False,False,0,
678,QD,10,22,True,False,"[<Card.Card object at 0x000001E82216F130>, <Card.Card object at 0x000001E8221565B0>, <Card.Card object at 0x000001E8221691F0>]","[<Card.Card object at 0x000001E822171B20>, <Card.Card object at 0x000001E82215E4C0>, <Card.Card object at 0x000001E8221544F0>]",16,False,False,0,
679,QH,10,17,False,False,"[<Card.Card object at 0x000001E822164C10>, <Card.Card object at 0x000001E822164DC0>]","[<Card.Card object at 0x000001E822149400>, <Card.Card object at 0x000001E822121130>, <Card.Card object at 0x000001E822146550>]",17,False,False,0,
680,8D,8,18,False,False,"[<Card.Card object at 0x000001E822156E20>, <Card.Card object at 0x000001E82213EC10>]","[<Card.Card object at 0x000001E8221540A0>, <Card.Card object at 0x000001E822169100>]",19,False,False,1,
681,7D,7,23,True,False,"[<Card.Card object at 0x000001E822159BB0>, <Card.Card object at 0x000001E822171250>, <Card.Card object at 0x000001E822174100>, <Card.Card object at 0x000001E822164310>]","[<Card.Card object at 0x000001E822171490>, <Card.Card object at 0x000001E8221352E0>]",15,False,False,0,
682,KD,10,22,True,False,"[<Card.Card object at 0x000001E822171D60>, <Card.Card object at 0x000001E8221643A0>, <Card.Card object at 0x000001E822163E80>]","[<Card.Card object at 0x000001E82216FFA0>, <Card.Card object at 0x000001E822149610>]",13,False,False,0,
683,4S,4,23,True,False,"[<Card.Card object at 0x000001E822171BB0>, <Card.Card object at 0x000001E822154820>, <Card.Card object at 0x000001E822174AC0>]","[<Card.Card object at 0x000001E822163160>, <Card.Card object at 0x000001E82216CC70>, <Card.Card object at 0x000001E8221632B0>, <Card.Card object at 0x000001E82216C940>]",14,False,False,0,
684,7D,7,17,False,False,"[<Card.Card object at 0x000001E822174220>, <Card.Card object at 0x000001E822164D00>]","[<Card.Card object at 0x000001E822174370>, <Card.Card object at 0x000001E822161070>]",12,False,False,0,
685,QH,10,19,False,False,"[<Card.Card object at 0x000001E822174D90>, <Card.Card object at 0x000001E82216F8B0>]","[<Card.Card object at 0x000001E822159760>, <Card.Card object at 0x000001E822169730>]",18,False,False,0,
686,6C,6,19,False,False,"[<Card.Card object at 0x000001E82216F250>, <Card.Card object at 0x000001E822174310>, <Card.Card object at 0x000001E822171EB0>, <Card.Card object at 0x000001E822164550>]","[<Card.Card object at 0x000001E8221641F0>, <Card.Card object at 0x000001E822156EB0>]",13,False,False,0,
687,7D,7,17,False,False,"[<Card.Card object at 0x000001E82216F1C0>, <Card.Card object at 0x000001E82215ECA0>]","[<Card.Card object at 0x000001E822141670>, <Card.Card object at 0x000001E822156FD0>]",19,False,False,1,
688,4S,4,22,True,False,"[<Card.Card object at 0x000001E822135E50>, <Card.Card object at 0x000001E822169790>, <Card.Card object at 0x000001E82212F190>, <Card.Card object at 0x000001E8221097F0>, <Card.Card object at 0x000001E822164D30>, <Card.Card object at 0x000001E822133880>]","[<Card.Card object at 0x000001E82214DE20>, <Card.Card object at 0x000001E822156F10>]",13,False,False,0,
689,8C,8,22,True,False,"[<Card.Card object at 0x000001E822174BB0>, <Card.Card object at 0x000001E82213EF40>, <Card.Card object at 0x000001E822148880>]","[<Card.Card object at 0x000001E822171070>, <Card.Card object at 0x000001E822176340>]",15,False,False,0,
690,8D,8,21,False,False,"[<Card.Card object at 0x000001E82212ABE0>, <Card.Card object at 0x000001E822171340>, <Card.Card object at 0x000001E82216F5B0>]","[<Card.Card object at 0x000001E82215B910>, <Card.Card object at 0x000001E8221710A0>]",13,False,False,0,
